Query,Outputs,Correct,Comments
iphone 15,"iPhone 15 128 GB - Black, iPhone 15 128 GB - Pink, iPhone 15 128 GB - Yellow, iPhone 15 128 GB - Blue, iPhone 15 128 GB - Green, iPhone 15 256 GB - Black, iPhone 15 256 GB - Pink, iPhone 15 256 GB - Yellow, iPhone 15 256 GB - Blue, iPhone 15 256 GB - Green",,
sound system home theatre Rs 5000,"Sony Bravia Theatre Quad (HT-A9M2) Premium Soundbar System with 360 SSM, Wireless Multi Dimensional Surround Sound (Grey), LG Home Audio System With Bluetooth Technology Black (SK10Y), Fenda 5.1 Channel Home Theatre System with Bluetooth Technology Black (SFDF6000X), Impex 2.1 Channel 100 W Home Theater System Black (BRAVO), Samsung 5.1 Channel Sub Woofer Home Theatre System (HW-Q60R), Panasonic Home Audio System with Bluetooth Technology Black (SC-TMAX10GWK), T-Series Home Audio System with Bluetooth Technology Black (TYCOON 88), Philips Home Audio System with Bluetooth Technology Black (MMS2220B), JBL Home Audio System with Bluetooth Technology Black (Bar 2.1 Deep Bass), Harman Home Audio System with Bluetooth Technology Black (Fly ANC)",,
Nothing 4a Emi Details,"Nothing Phone (4a) Pro 5G 128 GB Storage Black (8 GB RAM), Nothing Phone (4a) Pro 5G 128 GB Storage Silver (8 GB RAM), Nothing Phone (4a) Pro 5G 256 GB Storage Black (8 GB RAM), Nothing Phone (4a) Pro 256 GB Storage Pink (8 GB RAM), Nothing Phone (4a) Pro 5G 256 GB Storage Silver (8 GB RAM), Nothing Phone (4a) Pro 5G 256 GB Storage Black (12 GB RAM), Nothing Phone (4a) Pro 5G 256 GB Storage Pink (12 GB RAM), Nothing Phone (4a) Pro 5G 256 GB Storage Silver (12 GB RAM), Nothing Phone (4a) 128 GB Storage Black (8 GB RAM), Nothing Phone (4a) 128 GB Storage White (8 GB RAM)",,
Mi waterproof mobile,"Mi A3 128 GB Storage Kind of Grey (6 GB RAM), Mi A3 128 GB Storage More than White (6 GB RAM), Mi A3 128 GB Storage Not just Blue (6 GB RAM), Mi 10 256 GB Storage Coral Green (8 GB RAM), Mi 10 256 GB Storage Twilight Grey (8 GB RAM), Mi 10 128 GB Storage Twilight Grey (8 GB RAM), Mi 10 128 GB Storage Coral Green (8 GB RAM), Mi 10T Pro 128 GB Storage Cosmic Black (8 GB RAM), Mi 10T 128 GB Storage Cosmic Black (6 GB RAM), Mi 10T 128 GB Storage Lunar Silver (6 GB RAM)",,
iPhone 17pro,"iPhone 17e 256 GB - Black, iPhone 17e 256 GB - White, iPhone 17e 256 GB - Soft Pink, iPhone 17e 512 GB - Black, iPhone 17e 512 GB - White, iPhone 17e 512 GB - Soft pink, iPhone Air 256 GB - Space Black, iPhone Air 256 GB - Cloud White, iPhone Air 256 GB - Light Gold, iPhone Air 256 GB - Sky Blue",,
Gaming Laptop 14th,"Acer Predator Helios Neo 16 Gaming 14th Gen Core i7 16 GB RAM/ 512GB SSD/ Window 11 Home/ 16 inch Laptop (Abyssal Black, NHQNPSI003), HP Omen Intel Core i7 14th Gen/ 16 GB RAM/ 1 TB SSD/ Windows 11/ 16.1 inch Gaming Laptop (Shadow Black, 16-wf1150TX), Asus TUF Gaming 14th Gen Intel Core 5 16 GB RAM/ 512 GB SSD/ Win 11/ 16 inch Laptop (Mecha Gray, FX607VB-RL076WS), Lenovo IdeaPad Gaming 3 AMD Ryzen 5 Hexa Core 8 GB RAM/1 TB HDD + 256 GB SSD/Windows 10 Home/15.6 inch Laptop (Onyx Black, 82EY0078IN), Dell Dell Gaming G15 5510 Intel Core i5 10th Gen 8 GB RAM/ 512 GB SSD/Windows 10/15.6 inch Laptop (Dark Shadow Grey, D560451WIN9A), Samsung Galaxy Book 4 Pro 360 Intel Core Ultra 7 14th Gen 16 GB RAM/ 1 TB SSD/ Windows 11 Home/ 16 inch Laptop (Moonstone Grey, NP960QGK-KG2IN), MSI Intel Core i7 14th Gen 16 GB RAM/ 1 TB SSD/ Win 11 Home/ 16 inch Laptop (Cosmos Gray, Sword 16 HX B14VEKG-210IN), Mi Notebook 14 Intel Core i5 10th Gen 8 GB DDR4 RAM/256 GB SSD/Windows 10 Home/14 inch Laptop (Silver, Mi Notebook 14 8+256 i5 27749), Microsoft Surface Pro Intel Core i5 7th Gen 4 GB RAM/ 128 GB SSD/ Windows 10 Home/ 12.3 inch Laptop (Silver,Surface LP FSU029 7Gi5 4GBN 128SSD), LG Gram 17 Intel Core i7 10th Gen 8 GB RAM/512 GB SSD/Windows 10 Home/17 inch Laptop (Dark Silver, 17Z90N-V.AH75A2)",,
Oneplus Smartphones,"OnePlus Nord CE6 5G 256 GB Storage Lunar Pearl (8 GB RAM), OnePlus Nord CE6 5G 256 GB Storage Fresh Blue (8 GB RAM), OnePlus Nord CE6 5G 256 GB Storage Pitch Black (8 GB RAM), OnePlus Nord CE6 5G 128 GB Storage Lunar Pearl (8 GB RAM), OnePlus Nord CE6 5G 128 GB Storage Fresh Blue (8 GB RAM), OnePlus Nord CE6 5G 128 GB Storage Fresh Blue (8 GB RAM), OnePlus Nord CE6 5G 128 GB Storage Pitch Black (8 GB RAM), OnePlus Nord 6 5G 256 GB Storage Quick Silver (12 GB RAM), OnePlus Nord 6 5G 256 GB Storage Quick Silver (8 GB RAM), OnePlus Nord 6 5G 256 GB Storage Fresh Mint (8 GB RAM)",,
Realme 14X Smartphones,"realme 14x 5G 128 GB Storage Crystal Black (6 GB RAM), realme 14x 5G 128 GB Storage Golden Glow (6 GB RAM), realme 14x 5G 128 GB Storage Jewel Red (6 GB RAM), realme 14x 5G 128 GB Storage Crystal Black (8 GB RAM), realme 14x 5G 128 GB Storage Golden Glow (8 GB RAM), realme 14x 5G 128 GB Storage Jewel Red (8 GB RAM), realme 16T 5G 128 GB Storage Starlight Red (6 GB RAM), realme 16T 5G 128 GB Storage Starlight Black (6 GB RAM), realme 16T 5G 128 GB Storage Aurora Green (6 GB RAM), realme 16T 5G 128 GB Storage Aurora Green (8 GB RAM)",,
Realme Refrigerator,"Samsung 236 L 2 Star Frost Free Double Door Refrigerator Elegant Inox (RT40H28W2PNL), LG 251 L 2 Star Frost Free Double Door Refrigerator Radiant Onyx (GLT2526XWRO), Whirlpool 185 L 2 Star Direct Cool Single Door Refrigerator Midnight Bloom (200 GENIUS CLS 2S-E), Haier 226 L Frost Free Metal Top Single Door Freezer White (H2F-220WAA), Godrej 195 L 3 Star Direct Cool Single Door Refrigerator Red (R D EZXL 210 TDF 3.2 DLA BLU), Havells 190 L Direct Cool Single Door Refrigerator Floral Celestia Red (GLDC203PCRT2PA), Reliance 500 L Frost Free Double Door Refrigerator Shiny Silver (KRS-B520SSV), Croma 522 L 3 Star Frost Free French Door Refrigerator Inox (CROMA REF INV 522L MD CRLR522MDA342495), IFB 187 L 2 Star Direct Cool Single Door Refrigerator Blue Steel (METAL-COOL IFBDC-2132FCS), Rockwell 91 L Direct Cool Single Door Deep Freezer Black (MB100)",,
Water purifier,"Aquaguard 5 L Electric RO + UV Water Purifier Black (AQUAGUARD ENRICH SUPERIO RO+UV+SS 2X), Whirlpool Minerala 90 Elite RO 85 L Water Purifier Grey (Minerala 90 Elite RO), Eureka Forbes 8 L Water Purifier White (AG UTC RO), Hindware 7 Liters Storage Water Purifier Black (WR-17071NNN), LG 8 L Water Purifier RED (WW163EP), Kent 9 L Storage Water Purifier White (Grand Star 11070), AO Smith 5 L Water Purifier White (X3 RO), Luminous 8 Litres Storage Water Purifier (ENVY PLUS), LIVPURE 7 L RO + UV + UF + Minerals + Copper Water Purifier Black (LIVPURE PEP STAR), Lloyd 7 L Water Purifier Navy Blue (GHWRPMD015)",,
Vivo X300 Smartphones,"vivo X300 FE 5G 256 GB Storage Urban Olive (12 GB RAM), vivo X300 FE 5G 256 GB Storage Noir Black (12 GB RAM), vivo X300 FE 5G 256 GB Storage Lilac Purple (12 GB RAM), vivo X300 FE 5G 512 GB Storage Urban Olive (12 GB RAM), vivo X300 FE 5G 512 GB Storage Noir Black (12 GB RAM), vivo X300 FE 5G 512 GB Storage Lilac Purple (12 GB RAM), vivo X300 Ultra 5G 512 GB Storage Eclipse Black (16 GB RAM), vivo X300 Ultra 5G 512 GB Storage Victory Green (16 GB RAM), vivo X300 Pro 5G 512 GB Storage Elite Black (16 GB RAM), vivo X300 Pro 5G 512 GB Storage Dune Gold (16 GB RAM)",,
Hp Laptops,"HP Intel Core i3 512 GB 8 GB RAM 512 GB SSD Windows 11 Home 15.6 inch Laptop Natural Silver (15-fd0489TU # B6MC8PA), HP Intel Core i3 512 GB 8 GB RAM 512 GB SSD Windows 11 Home 14 inch Laptop Natural Silver (14-ep0294TU # B84CVPA), HP Intel Core i3/ 8 GB RAM/ 512 GB SSD/ Windows 11 Home/ 15.6 inch Laptop (Natural Silver, 15-fd0490TU), HP Intel Core i3/ 8 GB RAM/ 256 GB SSD/ Windows 11 Home/ 14 inch Laptop (Black, 14s-dy2500TU), Hp Intel Core Ultra 5 16 GB RAM/ 1 TB SSD/ Win 11/ 14 inch Laptop (Natural Silver, 14-fm0126TU), HP Intel Core i3 7th Gen 4 GB RAM/1 TB HDD/Windows 10 Home/15.6 inch Laptop (Black, 15-DA0102TU(7I3/4GB/1T), HP Pavilion Intel Core i3 7th Gen 8 GB RAM/1 TB HDD/Windows 10 Home/15.6 inch Laptop (Silver, 15DA0435TX), HP 15 AMD Ryzen 4 GB RAM/ 1 TB HDD/ Win 10/ 15.6 inch Laptop (Natural Silver, 5KV06PA), HP Intel Celeron Dual Core 4 GB RAM/ 1 TB HDD/ Win 10 Home/ 15.6 inch Laptop (Black, 4ST42PA), HP Intel Celeron N4000 4 GB RAM/ 1 TB SSD/ Win 10/ 15.6 inch Laptop (Black, 4ST41PA)",,
smartphones realme,"realme 16T 5G 128 GB Storage Starlight Red (6 GB RAM), realme 16T 5G 128 GB Storage Starlight Black (6 GB RAM), realme 16T 5G 128 GB Storage Aurora Green (6 GB RAM), realme 16T 5G 128 GB Storage Aurora Green (8 GB RAM), realme 16T 5G 128 GB Storage Starlight Black (8 GB RAM), realme 16T 5G 128 GB Storage Starlight Red (8 GB RAM), realme 16T 5G 256 GB Storage Starlight Red (8 GB RAM), realme 16T 5G 256 GB Storage Starlight Black (8 GB RAM), realme 16T 5G 256 GB Storage Aurora Green (8 GB RAM), realme 16 5G 256 GB Storage Air White (12 GB RAM)",,
Oppo A6 Smartphones,"Oppo A6 5G 128 GB Storage Sakura Pink (4 GB RAM), Oppo A6 5G 128 GB Storage Ice White (4 GB RAM), Oppo A6 5G 128 GB Storage Sapphire Blue (4 GB RAM), Oppo A6 5G 128 GB Storage Sakura Pink (6 GB RAM), Oppo A6 5G 128 GB Storage Ice White (6 GB RAM), Oppo A6 5G 128 GB Storage Sapphire Blue (6 GB RAM), Oppo A6 5G 256 GB Storage Sakura Pink (6 GB RAM), Oppo A6 5G 256 GB Storage Ice White (6 GB RAM), Oppo A6 5G 256 GB Storage Sapphire Blue (6 GB RAM), Oppo A6 Pro 5G 128 GB Storage Aurora Gold (8 GB RAM)",,
Oppo F31 Smartphones,"OPPO F31 5G 256 GB Storage Cloud Green (8 GB RAM), OPPO F31 5G 256 GB Storage Midnight Blue (8 GB RAM), OPPO F31 5G 256 GB Storage Bloom Red (8 GB RAM), OPPO F31 5G 128 GB Storage Cloud Green (8 GB RAM), OPPO F31 5G 128 GB Storage Midnight Blue (8 GB RAM), OPPO F31 5G 128 GB Storage Bloom Red (8 GB RAM), OPPO F31 Pro + 5G 256 GB Storage Festival Pink (12 GB RAM), OPPO F31 Pro + 5G 256 GB Storage Himalayan White (12 GB RAM), OPPO F31 Pro + 5G 256 GB Storage Gemstone Blue (12 GB RAM), OPPO F31 Pro + 5G 128 GB Storage Festival Pink (8 GB RAM)",,
Jeep charging,"Jeep Grand Cherokee Limited (O) 4x4 8AT (Bright White), Jeep Grand Cherokee Limited (O) 4x4 8AT (Diamond Black Crystal), Jeep Grand Cherokee Limited (O) 4x4 8AT (Rocky Mountain), Jeep Grand Cherokee Limited (O) 4x4 8AT (Velvet Red), Jeep Wrangler Rubicon (Sarge Green), Jeep Wrangler Rubicon (Bright White), Jeep Wrangler Rubicon (Black), Jeep Wrangler Rubicon (Granite Crystal), Jeep Wrangler Rubicon (Firecracker Red), Jeep Meridian Overland 9AT 4x4 2.0D (Pearl White)",,
Oppo A6 Smartphones,"Oppo A6 5G 128 GB Storage Sakura Pink (4 GB RAM), Oppo A6 5G 128 GB Storage Ice White (4 GB RAM), Oppo A6 5G 128 GB Storage Sapphire Blue (4 GB RAM), Oppo A6 5G 128 GB Storage Sakura Pink (6 GB RAM), Oppo A6 5G 128 GB Storage Ice White (6 GB RAM), Oppo A6 5G 128 GB Storage Sapphire Blue (6 GB RAM), Oppo A6 5G 256 GB Storage Sakura Pink (6 GB RAM), Oppo A6 5G 256 GB Storage Ice White (6 GB RAM), Oppo A6 5G 256 GB Storage Sapphire Blue (6 GB RAM), Oppo A6 Pro 5G 128 GB Storage Aurora Gold (8 GB RAM)",,
iPhone 17,"iPhone 17 256 GB - Black, iPhone 17 256 GB - White, iPhone 17 256 GB - Mist Blue, iPhone 17 256 GB - Lavender, iPhone 17 256 GB - Sage, iPhone 17 512 GB - Black, iPhone 17 512 GB - White, iPhone 17 512 GB - Mist Blue, iPhone 17 512 GB - Lavender, iPhone 17 512 GB - Sage",,
Infinix Note50s Smartphones,"Infinix Smart 20 64 GB Storage Black (4 GB RAM), Infinix Smart 20 64 GB Storage Titanium (4 GB RAM), Infinix Smart 20 64 GB Storage Orange (4 GB RAM), Infinix Smart 20 64 GB Storage Blue (4 GB RAM), Infinix Smart 20 128 GB Storage Orange (4 GB RAM), Infinix Smart 20 128 GB Storage Blue (4 GB RAM), Infinix Note 60 Pro 128 GB Storage Solar Orange (8 GB RAM), Infinix Note 60 Pro 128 GB Storage Mocha Brown (8 GB RAM), Infinix Note 60 Pro 128 GB Storage Deocean Blue (8 GB RAM), Infinix Note 60 Pro 256 GB Storage Mocha Brown (8 GB RAM)",,
Nothing,"Nothing Phone (4a) Pro 5G 128 GB Storage Black (8 GB RAM), Nothing Phone (4a) Pro 5G 128 GB Storage Silver (8 GB RAM), Nothing Phone (4a) Pro 5G 256 GB Storage Black (8 GB RAM), Nothing Phone (4a) Pro 256 GB Storage Pink (8 GB RAM), Nothing Phone (4a) Pro 5G 256 GB Storage Silver (8 GB RAM), Nothing Phone (4a) Pro 5G 256 GB Storage Black (12 GB RAM), Nothing Phone (4a) Pro 5G 256 GB Storage Pink (12 GB RAM), Nothing Phone (4a) Pro 5G 256 GB Storage Silver (12 GB RAM), Nothing Phone (4a) 128 GB Storage Black (8 GB RAM), Nothing Phone (4a) 128 GB Storage White (8 GB RAM)",,
My Emi Phone,"Nothing Phone (4a) Pro 5G 128 GB Storage Black (8 GB RAM), Samsung Galaxy A37 5G 256 GB Storage Light Violet (12 GB RAM), OnePlus Nord CE6 5G 256 GB Storage Lunar Pearl (8 GB RAM), Redmi 15A 64 GB Storage Black (4 GB RAM), vivo Y31 5G 128 GB Storage Rose Red (6 GB RAM), OPPO A6c 64 GB Storage Stone Brown (4 GB RAM), realme 16T 5G 128 GB Storage Starlight Red (6 GB RAM), Xiaomi 17T 256 GB Storage Black (12 GB RAM), Motorola G37 Power 128 GB Storage Pantone Impenetrable Black (8 GB RAM), Mi A3 128 GB Storage Kind of Grey (6 GB RAM)",,
15 Pro iPhone,"iPhone 15 128 GB - Black, iPhone 15 128 GB - Pink, iPhone 15 128 GB - Yellow, iPhone 15 128 GB - Blue, iPhone 15 128 GB - Green, iPhone 15 256 GB - Black, iPhone 15 256 GB - Pink, iPhone 15 256 GB - Yellow, iPhone 15 256 GB - Blue, iPhone 15 256 GB - Green",,
Motorola Edge 70 Pro,"Motorola Edge 70 256 GB Storage Pro Tea (8 GB RAM), Motorola Edge 70 256 GB Storage Pro Tea (12 GB RAM), Motorola Edge 70 256 GB Storage Pro Titan (8 GB RAM), Motorola Edge 70 256 GB Storage Pro Titan (12 GB RAM), Motorola Edge 70 256 GB Storage Lily White (12 GB RAM), Motorola Edge 70 256 GB Storage Lily White (8 GB RAM), Motorola Edge 70 Fusion 128 GB Storage Orient Blue (8 GB RAM), Motorola Edge 70 Fusion 5G 128 GB Storage Country Air (8 GB RAM), Motorola Edge 70 Fusion 5G 128 GB Storage Blue Surf (8 GB RAM), Motorola Edge 70 Fusion 5G 128 GB Storage Silhouette (8 GB RAM)",,
Realme Smartphones,"realme 16T 5G 128 GB Storage Starlight Red (6 GB RAM), realme 16T 5G 128 GB Storage Starlight Black (6 GB RAM), realme 16T 5G 128 GB Storage Aurora Green (6 GB RAM), realme 16T 5G 128 GB Storage Aurora Green (8 GB RAM), realme 16T 5G 128 GB Storage Starlight Black (8 GB RAM), realme 16T 5G 128 GB Storage Starlight Red (8 GB RAM), realme 16T 5G 256 GB Storage Starlight Red (8 GB RAM), realme 16T 5G 256 GB Storage Starlight Black (8 GB RAM), realme 16T 5G 256 GB Storage Aurora Green (8 GB RAM), realme 16 5G 256 GB Storage Air White (12 GB RAM)",,
iphone 14,"iPhone 17e 256 GB - Black, iPhone 17e 256 GB - White, iPhone 17e 256 GB - Soft Pink, iPhone 17e 512 GB - Black, iPhone 17e 512 GB - White, iPhone 17e 512 GB - Soft pink, iPhone Air 256 GB - Space Black, iPhone Air 256 GB - Cloud White, iPhone Air 256 GB - Light Gold, iPhone Air 256 GB - Sky Blue",,
kul amount Mera Jama,"Jawa 42 Single Disc BS6 (All Star Black), Jawa 42 Single Disc BS6 (Sirius White), Jawa 42 Single Disc BS6 (Orion Red), Jawa 42 Ivory Edition 2026 (Ivory), Jawa Perak Standard (Black), Jawa 42 Bobber (Mystic Copper), Jawa 42 Bobber (Moonstone White), Jawa 42 Bobber (Jasper Red), Jawa 42 Double Disc BS6 (All Star Black), Jawa 42 Double Disc BS6 (Sirius White)",,
kurl amount mega jawa,"Jawa 42 Single Disc BS6 (All Star Black), Jawa 42 Single Disc BS6 (Sirius White), Jawa 42 Single Disc BS6 (Orion Red), Jawa 42 Ivory Edition 2026 (Ivory), Jawa Perak Standard (Black), Jawa 42 Bobber (Mystic Copper), Jawa 42 Bobber (Moonstone White), Jawa 42 Bobber (Jasper Red), Jawa 42 Double Disc BS6 (All Star Black), Jawa 42 Double Disc BS6 (Sirius White)",,
I Phone,"iPhone 17e 256 GB - Black, iPhone 17e 256 GB - White, iPhone 17e 256 GB - Soft Pink, iPhone 17e 512 GB - Black, iPhone 17e 512 GB - White, iPhone 17e 512 GB - Soft pink, iPhone Air 256 GB - Space Black, iPhone Air 256 GB - Cloud White, iPhone Air 256 GB - Light Gold, iPhone Air 256 GB - Sky Blue",,
Ac Loan Noc,"Voltas 1.5 Ton 3 Star Split AC White (SAC183IY-G-R410A), LG 1 Ton 3 Star Inverter Split AC White (KS-Q12ENXA), Blue Star 2 Ton 3 Star Split AC White (3HW24LBTU), Havells 2 Ton 3 Star Inverter Split AC White (LS24I32WSEL), Haier 1 Ton 3 Star Inverter Split AC White (HSU-12NSS3A-DCINV), Daikin 1.5 Ton 4 Star Split AC White (Copper Condenser, RKP50XV16VKA), Godrej 1.5 Ton 3 Star Window AC White (Copper Condenser, TR WIC 18W3TG WA), Panasonic 1 Ton 3 Star Inverter Split AC White (CU-RU18UKYRN), Samsung 1 Ton 3 Star Inverter Split AC White (AR12NV3HDTRNNA), Whirlpool 1.5 Ton 3 Star Inverter Split AC White (Copper, 3DCOOL PRO 15T 3S INV EXP S6M2PP0)",,
I phone 17 pro,"iPhone 17 Pro Max 256 GB - Silver, iPhone 17 Pro Max 256 GB - Cosmic Orange, iPhone 17 Pro Max 256 GB - Deep Blue, iPhone 17 Pro Max 512 GB - Silver, iPhone 17 Pro Max 512 GB - Cosmic Orange, iPhone 17 Pro Max 512 GB - Deep Blue, iPhone 17 Pro Max 1 TB - Silver, iPhone 17 Pro Max 1 TB - Cosmic Orange, iPhone 17 Pro Max 1 TB - Deep Blue, iPhone 17 Pro Max 2 TB - Silver",,
iphone 17 pro,"iPhone 17 Pro Max 256 GB - Silver, iPhone 17 Pro Max 256 GB - Cosmic Orange, iPhone 17 Pro Max 256 GB - Deep Blue, iPhone 17 Pro Max 512 GB - Silver, iPhone 17 Pro Max 512 GB - Cosmic Orange, iPhone 17 Pro Max 512 GB - Deep Blue, iPhone 17 Pro Max 1 TB - Silver, iPhone 17 Pro Max 1 TB - Cosmic Orange, iPhone 17 Pro Max 1 TB - Deep Blue, iPhone 17 Pro Max 2 TB - Silver",,
Haier AC 2 Ton,"Haier 2 Ton 5 Star Tower AC Black (Copper Condenser, HPU-24HC5), Haier 2 Ton 1 Star BEE Rating Split AC White (Copper Condenser, HU22-1B), Haier 1 Ton 2 Star Split AC White (Copper Condenser, HSU12T-TFW2B), Haier 1.5 Ton 2 Star Split AC White (HSU18T-NMW2B), Haier 1.5 Ton 2 Star BEE Rating Split AC White (Copper Condenser, HU18-2B), Haier 2 Ton 3 Star Inverter Split AC White (Copper Condenser, HSU22K-PYS3B (Copper Condenser, INV)), Haier 2 Ton 1 Star BEE Rating Split AC White (HSU22T-TXW1B (FS)), Haier 2 Ton 3 Star Inverter Split AC White (Copper Condenser, HSU24E-TXS3BE-INV), Haier 1 Ton 2 Star Split AC White (HSU12T-TQS2BE-FS), Haier 1.5 Ton 2 Star Split AC White (HSU18T-TQS2BE-FS)",,
Amaron ka Batra aur inverter double mein,"V-Guard 205 Ah Tubular Inverter Battery White (VT 220), OKAYA 210 Ah Tubular Inverter Battery White (OPTT24048) , Luminous 220 Ah Tall Tubular Inverter Battery White (REMI ILTT26066), Genus 1000VA 1450 CHALLENGER 12V C Pure Sine Wave Inverter (White), Livguard LGS 6000 5KVA 48V SW 700 VA Inverter (Black), ADVON Solar 3500VA Pure Sine Wave Inverter Grey (ASM-3700/48V), Amaze 220 Ah Tall Tubular Inverter Battrey White (5266TT), Livfast Pure Sine Wave Inverter LFM-HUPS-SW-FCS1725/24V-1U (Black), Moseta Ironman Solar Hybrid 1700 VA/150 Ah Inverter, UTL Tubular 5500VA Black (TQ 3548)",,
Apple Iphone 13 Smartphones,"iPhone 13 128 GB - Midnight, iPhone 13 128 GB - Starlight, iPhone 13 128 GB - Pink, iPhone 13 128 GB - PRODUCT RED, iPhone 13 128 GB - Blue, iPhone 13 256 GB - Midnight, iPhone 13 256 GB - Starlight, iPhone 13 256 GB - Pink, iPhone 13 256 GB - PRODUCT RED, iPhone 13 256 GB - Blue",,
smartphones samsung,"Samsung Galaxy A37 5G 256 GB Storage Light Violet (12 GB RAM), Samsung Galaxy A37 5G 256 GB Storage Grey (12 GB RAM), Samsung Galaxy A37 5G 256 GB Storage White (12 GB RAM), Samsung Galaxy A57 5G 256 GB Storage Dark Blue (8 GB RAM), Samsung Galaxy A57 5G 256 GB Storage Dark Blue (12 GB RAM), Samsung Galaxy A57 5G 256 GB Storage Light Violet (8 GB RAM), Samsung Galaxy A57 5G 256 GB Storage Light Violet (12 GB RAM), Samsung Galaxy A57 5G 256 GB Storage Violet (8 GB RAM), Samsung Galaxy A57 5G 256 GB Storage Violet (12 GB RAM), Samsung Galaxy A37 5G 128 GB Storage Dark Green (8 GB RAM)",,
amaron ka patra aur inverter double mein,"V-Guard 205 Ah Tubular Inverter Battery White (VT 220), OKAYA 210 Ah Tubular Inverter Battery White (OPTT24048) , Luminous 220 Ah Tall Tubular Inverter Battery White (REMI ILTT26066), Genus 1000VA 1450 CHALLENGER 12V C Pure Sine Wave Inverter (White), Livguard LGS 6000 5KVA 48V SW 700 VA Inverter (Black), ADVON Solar 3500VA Pure Sine Wave Inverter Grey (ASM-3700/48V), Amaze 220 Ah Tall Tubular Inverter Battrey White (5266TT), Livfast Pure Sine Wave Inverter LFM-HUPS-SW-FCS1725/24V-1U (Black), Moseta Ironman Solar Hybrid 1700 VA/150 Ah Inverter, UTL Tubular 5500VA Black (TQ 3548)",,
Hp Laptops,"HP Intel Core i5 16 GB RAM/ 512 GB SSD/ Windows 11 Home/ 15.6 inch Laptop (Mica Silver, 15-fa2703TX # B7GP6PA), HP Victus AMD Ryzen 7 16 GB RAM/ 512 GB SSD/ Win 11/ 15.6 inch Laptop (Blue, 15-fb3189AX # C20N1PA), HP Intel Core i5 12th Gen 16 GB RAM/ 1 TB SSD/ Win 11/ 16 inch Laptop (Silver, 16-ba1024TU - BZ2S3PA), HP Intel Core i5 16 GB RAM/ 512 GB SSD/ Windows 11 Home/15.6 inch Laptop (Performance Blue, 15-fa2191TX # BT6B4PA), HP AMD Ryzen 3 8 GB RAM /512 GB SSD/ Win 11/ 15.6 inch Laptop (Silver, 15-FC0500AU - BV2W0PA), HP AMD Ryzen 5 16 GB RAM/ 512 GB SSD/ Win 11/ 15.6 inch Laptop( ilver , 15-fc0690AU), HP Intel Core i3 8 GB RAM/ 512 GB SSD/ Win 11/ 15.6 inch Laptop (Natural Silver, 15-FD0624TU # BV2W3PA), HP Intel Core i3 512 GB 8 GB RAM 512 GB SSD Windows 11 Home 15.6 inch Laptop Natural Silver (15-fd0489TU # B6MC8PA), HP Intel Core i3 512 GB 8 GB RAM 512 GB SSD Windows 11 Home 14 inch Laptop Natural Silver (14-ep0294TU # B84CVPA), HP Intel Core i3/ 8 GB RAM/ 512 GB SSD/ Windows 11 Home/ 15.6 inch Laptop (Natural Silver, 15-fd0490TU)",,
iphone 13,"iPhone 13 128 GB - Midnight, iPhone 13 128 GB - Starlight, iPhone 13 128 GB - Pink, iPhone 13 128 GB - PRODUCT RED, iPhone 13 128 GB - Blue, iPhone 13 256 GB - Midnight, iPhone 13 256 GB - Starlight, iPhone 13 256 GB - Pink, iPhone 13 256 GB - PRODUCT RED, iPhone 13 256 GB - Blue",,
Oppo K13 Turbo 5g,"OPPO K13 Turbo Pro 5g 256 GB Storage Midnight Maverick (8 GB RAM), OPPO K13 Turbo Pro 5g 256 GB Storage Purple Phantom (8 GB RAM), OPPO K13 Turbo Pro 5g 256 GB Storage Silver Knight (8 GB RAM), OPPO K13 Turbo Pro 5g 256 GB Storage Midnight Maverick (12 GB RAM), OPPO K13 Turbo Pro 5g 256 GB Storage Purple Phantom (12 GB RAM), OPPO K13 Turbo Pro 5g 256 GB Storage Silver Knight (12 GB RAM), OPPO K13 Turbo 5G 128 GB Storage Midnight Maverick (8 GB RAM), OPPO K13 Turbo 5G 128 GB Storage Purple Phantom (8 GB RAM), OPPO K13 Turbo 5G 128 GB Storage White Knight (8 GB RAM), OPPO K13 Turbo 5G 256 GB Storage Midnight Maverick (8 GB RAM)",,
